sujeto,movimiento,variante_limpieza,estrategia_balanceo,modelo,accuracy,balanced_accuracy,kappa,macro_f1,weighted_f1,recall_left,recall_pull,recall_push,recall_right,precision_left,precision_pull,precision_push,precision_right,auc,min_clase,problema_muestra,exito,observacion,cv,folds
cano,right,sinArtefactosConservador,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
cano,right,sinArtefactosEstricto,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,noOutliers,sin_balanceo,SMO_SVM,36.39,21.1,-0.21,0.2177,0.3563,0.0625,0.4986,0.2038,0.0789,0.1111,0.4668,0.2028,0.1579,0.6026,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,sin_balanceo,RandomForest,38.13,18.17,-0.2453,0.1726,0.3506,0.0,0.5913,0.109,0.0263,0.0,0.478,0.1437,0.0667,0.4914,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,sin_balanceo,MLP,36.08,19.21,-0.2358,0.1931,0.3484,0.0,0.5095,0.1801,0.0789,0.0,0.4606,0.1863,0.1579,0.5699,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,sin_balanceo,IBk_kNN,34.97,29.84,-0.1729,0.2913,0.3524,0.375,0.4169,0.2701,0.1316,0.2857,0.45,0.2317,0.2,0.4976,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,sin_balanceo,RBFNetwork_aprox,40.35,18.58,-0.2195,0.1715,0.3654,0.0,0.6294,0.1137,0.0,0.0,0.4925,0.1611,0.0,0.6065,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,random_oversampling,SMO_SVM,35.28,24.29,-0.1811,0.2469,0.3547,0.125,0.4469,0.2417,0.1579,0.1176,0.462,0.2198,0.2143,0.6104,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_oversampling,RandomForest,37.5,19.74,-0.231,0.1981,0.3542,0.0625,0.5586,0.1422,0.0263,0.1429,0.4756,0.1676,0.0667,0.5136,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,random_oversampling,MLP,35.28,21.96,-0.227,0.2282,0.3463,0.125,0.485,0.1896,0.0789,0.1818,0.4564,0.1887,0.1579,0.5864,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_oversampling,IBk_kNN,33.86,28.62,-0.1877,0.2774,0.342,0.375,0.4087,0.2559,0.1053,0.2857,0.4464,0.2177,0.1481,0.4899,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_oversampling,RBFNetwork_aprox,38.92,27.36,-0.1711,0.2916,0.3801,0.25,0.5259,0.2133,0.1053,0.4,0.4765,0.2284,0.2,0.608,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,class_weight_balanced,SMO_SVM,36.39,24.81,-0.1775,0.2594,0.3631,0.125,0.4632,0.2464,0.1579,0.2222,0.4632,0.2301,0.2,0.6047,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,class_weight_balanced,RandomForest,38.29,19.19,-0.2419,0.1883,0.3526,0.0625,0.5913,0.1137,0.0,0.2,0.478,0.15,0.0,0.5002,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,class_weight_balanced,MLP,,,,,,,,,,,,,,,16,False,NO_APLICA,class_weight no soportado por este modelo,,
villanueva,all,noOutliers,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,16,False,NO_APLICA,class_weight no soportado por este modelo,,
villanueva,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,38.92,27.76,-0.1547,0.2963,0.3843,0.25,0.5041,0.2512,0.1053,0.4,0.4793,0.2454,0.2,0.6068,16,False,no,"Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,smote,SMO_SVM,35.44,27.19,-0.1814,0.273,0.3556,0.25,0.4523,0.2275,0.1579,0.2105,0.4624,0.2105,0.2308,0.6132,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,smote,RandomForest,38.13,20.7,-0.2186,0.2116,0.361,0.0625,0.5613,0.1517,0.0526,0.2,0.4758,0.1829,0.1053,0.5333,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,smote,MLP,35.76,23.56,-0.2212,0.2431,0.3497,0.1875,0.4959,0.1801,0.0789,0.2308,0.4596,0.1863,0.1579,0.5792,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,smote,IBk_kNN,30.85,32.35,-0.1833,0.2729,0.3151,0.5625,0.3488,0.2512,0.1316,0.2647,0.4224,0.2129,0.1087,0.5073,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: pull, push, right",bloques,2.0
villanueva,all,noOutliers,smote,RBFNetwork_aprox,37.82,26.83,-0.1871,0.2866,0.3706,0.25,0.5095,0.2085,0.1053,0.4,0.4687,0.2167,0.2,0.5859,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,smote_tomek,SMO_SVM,35.44,27.19,-0.1814,0.273,0.3556,0.25,0.4523,0.2275,0.1579,0.2105,0.4624,0.2105,0.2308,0.6132,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,smote_tomek,RandomForest,38.13,20.7,-0.2186,0.2116,0.361,0.0625,0.5613,0.1517,0.0526,0.2,0.4758,0.1829,0.1053,0.5333,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,smote_tomek,MLP,35.76,23.56,-0.2212,0.2431,0.3497,0.1875,0.4959,0.1801,0.0789,0.2308,0.4596,0.1863,0.1579,0.5792,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,smote_tomek,IBk_kNN,30.85,32.35,-0.1833,0.2729,0.3151,0.5625,0.3488,0.2512,0.1316,0.2647,0.4224,0.2129,0.1087,0.5073,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: pull, push, right",bloques,2.0
villanueva,all,noOutliers,smote_tomek,RBFNetwork_aprox,37.82,26.83,-0.1871,0.2866,0.3706,0.25,0.5095,0.2085,0.1053,0.4,0.4687,0.2167,0.2,0.5859,16,False,no,"SMOTE experimental: min_clase < 20; Recall crítico bajo en: left, push, right",bloques,2.0
villanueva,all,noOutliers,random_undersampling_controlado,SMO_SVM,36.39,31.9,-0.0499,0.2721,0.3793,0.375,0.3924,0.3507,0.1579,0.1395,0.5,0.3231,0.0833,0.6122,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_undersampling_controlado,RandomForest,37.5,28.11,-0.0017,0.2608,0.3987,0.1875,0.3787,0.4265,0.1316,0.0968,0.5326,0.3797,0.0485,0.5997,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_undersampling_controlado,MLP,34.65,31.03,-0.077,0.2831,0.3648,0.375,0.3978,0.2844,0.1842,0.2609,0.4949,0.2844,0.068,0.5741,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_undersampling_controlado,IBk_kNN,32.44,33.35,-0.0156,0.2614,0.3469,0.5,0.2807,0.4218,0.1316,0.16,0.5176,0.3397,0.0413,0.5372,16,False,no,"Recall crítico bajo en: pull, push, right",bloques,2.0
villanueva,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,38.77,26.29,-0.1071,0.2756,0.3904,0.25,0.4605,0.3412,0.0,0.4,0.4913,0.3,0.0,0.66,16,False,no,"Recall crítico bajo en: left, pull, push, right",bloques,2.0
villanueva,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,all,sinArtefactosEstricto,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,left,noOutliers,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
villanueva,left,sinArtefactosConservador,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,left,sinArtefactosConservador,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,left,sinArtefactosConservador,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,left,sinArtefactosConservador,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
villanueva,left,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
